order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_month,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,revenue
fcf3f4101d34a36c71f1f83b811e88c1,a59323ad5a658a37baf2a4f63899e69c,delivered,2017-11-23 07:19:20,2017-11-24 03:09:53,2017-11-24 22:03:23,2017-12-19 18:44:36,2017-12-14 00:00:00,2017-11,236dd1945ca598f93d5228dcd8023f4f,23970,parati,RJ,1,f74979b5e7c8d317baa1bfc0ea886ee1,0d33a55da925bbf1ff02af5f6059fc7f,2017-11-30 03:09:53,10.9,15.1,livros_interesse_geral,40.0,329.0,3.0,200.0,35.0,6.0,24.0,26.0
306151d434933050d958f0db23e970a7,54dd42fc9598bd2f29c6860c16fce38b,delivered,2018-01-22 18:25:04,2018-01-24 02:53:21,2018-01-25 23:42:20,2018-01-30 14:09:33,2018-02-06 00:00:00,2018-01,31d345dc7e57dbc9843ac70d4d88e6f5,3530,sao paulo,SP,1,0baaa6da9c9440c4655efd0762a0edcf,e5a3438891c0bfdb9394643f95273d8e,2018-01-30 02:53:21,20.3,8.11,,,,,300.0,16.0,2.0,11.0,28.41
6675422f9d49e8525401bd2a643110b5,35aea88511c8610032abd3dfe755d0d1,delivered,2018-03-06 02:22:18,2018-03-07 02:48:43,2018-03-08 10:38:41,2018-03-16 13:28:28,2018-04-20 00:00:00,2018-03,74f0427e52512352038c95d8a42febcf,88101,sao jose,SC,1,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,2018-03-13 02:31:33,110.0,40.99,ferramentas_jardim,58.0,1893.0,1.0,5950.0,20.0,20.0,20.0,150.99
779f3890fa0528852a6d4c46cd5772cc,0907b6bd2c685ff7b56d3fb62820e583,delivered,2017-05-29 19:40:15,2017-05-29 19:50:16,2017-05-30 15:10:38,2017-06-05 15:16:40,2017-06-21 00:00:00,2017-05,140ae336c23cdf6b717fa47fc874841e,37466,itamonte,MG,1,144fc7abb16b6f6d92d2c9f34d3c3452,e9d99831abad74458942f21e16f33f92,2017-06-02 19:50:16,35.99,15.1,informatica_acessorios,39.0,1423.0,3.0,375.0,17.0,11.0,14.0,51.09
af74613502131dd6a43380df619a57ab,857989fed7e83a38033173b9852ca39c,delivered,2017-06-11 18:18:07,2017-06-11 18:35:12,2017-06-14 15:03:35,2017-06-28 15:05:07,2017-07-17 00:00:00,2017-06,6668e1ae499e2e9be475b7f708580232,68515,parauapebas,PA,1,ce066f4a83649651549d717c9b566816,4d6d651bd7684af3fffabd5f08d12e5a,2017-06-15 18:35:12,69.9,32.94,esporte_lazer,49.0,831.0,1.0,2300.0,20.0,20.0,20.0,102.84
4f08325d27e2eb6a5a4c5f4f94e59e07,18d365afa5ec0607a357339d11388671,delivered,2018-04-05 21:18:26,2018-04-05 21:30:17,2018-04-06 19:41:26,2018-04-10 19:12:04,2018-04-20 00:00:00,2018-04,06d26e5230ac619719997a8cf435a69b,13276,valinhos,SP,1,4da06dee0a480b5d666886ea00b4d9b3,cfb1a033743668a192316f3c6d1d2671,2018-04-11 21:30:17,25.5,7.87,cama_mesa_banho,54.0,228.0,1.0,250.0,32.0,3.0,23.0,33.37
a8a52afd408a3023bafcd9ed3c0d2e15,bccacce2d37971951fd3e82965330b87,delivered,2017-08-30 22:43:57,2017-08-30 22:55:16,2017-09-01 20:07:41,2017-09-08 20:09:37,2017-09-19 00:00:00,2017-08,69a96af4277076a11bf7a49d27d867a5,6710,cotia,SP,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-05 22:55:16,1300.0,38.51,pcs,55.0,3632.0,4.0,2600.0,16.0,31.0,39.0,1338.51
7caa2aaed7e9a56d1bc1004eb7d296e5,8cba14bb8ebdaefa1aa8563ace8ecd69,delivered,2018-07-17 22:29:15,2018-07-17 22:41:41,2018-07-18 14:37:00,2018-07-20 19:54:52,2018-07-25 00:00:00,2018-07,7df1b28f76c17fdb19e22e5fa4b4c483,4410,sao paulo,SP,1,87a9863375a0a462b168cb02bdad360c,9d4db00d65d7760644ac0c14edb5fd86,2018-07-19 22:41:41,144.97,9.18,bebes,58.0,1083.0,1.0,383.0,22.0,14.0,17.0,154.15
78275af5c9a2f3d0e1d19f9f4bc62922,99182e080513861b4cd1c88dae4c020c,delivered,2018-08-15 10:31:34,2018-08-15 10:55:21,2018-08-20 14:25:00,2018-08-21 14:38:56,2018-08-23 00:00:00,2018-08,8f6773bfd31a23ed2681752d38bb8341,2713,sao paulo,SP,1,f41f2bc23bbc617dd7fe3bbe1168754a,f4db9b37944bcb8873e6b456ee190bbf,2018-08-21 10:55:21,79.99,9.31,malas_acessorios,56.0,302.0,2.0,950.0,42.0,22.0,26.0,89.3
9c31d604522ef4fd8e0bba68aa3214a1,dd3ea9d48ebef85eeeeebc41d577bdac,delivered,2018-03-13 08:53:47,2018-03-14 02:48:58,2018-03-14 20:35:30,2018-04-13 20:53:31,2018-04-02 00:00:00,2018-03,2980e715a2e720d19190f580767b129f,28925,cabo frio,RJ,1,94475071013412139f862c0bd7e3bb37,955fee9216a65b617aa5c0531780ce60,2018-03-20 02:48:58,39.99,18.23,papelaria,46.0,708.0,3.0,317.0,22.0,14.0,22.0,58.22
9725871b2a067d972355980be11e7d1d,10485a34b74fc55cb3502f137335a9f0,delivered,2017-10-18 17:23:28,2017-10-18 17:37:11,2017-10-19 18:48:28,2017-10-24 17:13:48,2017-10-30 00:00:00,2017-10,3c074185e3b7522767c519164ed0e143,2814,sao paulo,SP,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,2017-10-24 17:36:56,119.99,12.04,cool_stuff,33.0,897.0,1.0,1600.0,42.0,25.0,15.0,132.03
ce101c122a22608be5d6ba81b4a08080,440e4758b251e98b20be22c8ad51ef8d,delivered,2018-07-25 09:01:55,2018-07-25 09:10:13,2018-07-27 14:47:00,2018-08-08 15:42:14,2018-08-13 00:00:00,2018-07,c672f1b40baa68d1f025887a4800a7ac,25230,duque de caxias,RJ,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-30 09:10:13,29.9,18.31,beleza_saude,55.0,388.0,1.0,250.0,16.0,5.0,15.0,48.209999999999994
ae58081c0be4ca730f53473f8f5d5df7,6a0ce72a507b9ca7bdf5ab4f1a875a46,delivered,2018-04-13 18:45:26,2018-04-13 18:55:20,2018-04-17 18:20:55,2018-04-18 19:14:24,2018-04-30 00:00:00,2018-04,a5649030a6a7f0b0378708b5a342d7db,1551,sao paulo,SP,1,e3ef50d542d4e6477fbcf202a02ef040,ea8482cd71df3c1969d7b9473ff13abc,2018-04-19 18:55:20,19.9,7.39,telefonia,51.0,622.0,2.0,350.0,17.0,4.0,12.0,27.29
62e27d060f7d7b3d2fd424b0e1d7adaa,ebc37754efcd5ef1954d9980073a6c00,delivered,2018-04-09 20:14:31,2018-04-09 20:30:14,2018-04-10 21:14:36,2018-04-16 19:55:33,2018-05-02 00:00:00,2018-04,06b94cd5fa83f543bfa02bd8f18b56d1,26435,japeri,RJ,1,ad7d07f5775feab3f20504d1ad3fff11,8185694b58b2ba6de20fd41ae608bbea,2018-04-13 20:30:14,90.0,18.51,moveis_decoracao,50.0,1002.0,2.0,2.0,11.0,11.0,52.0,108.51
